0.0059664249420166016; 0.11
0.025329113006591797; 0.11
0.0400242805480957; 0.12
0.060936689376831055; 0.18
0.08879208564758301; 0.13
0.11002135276794434; 0.18
0.12427568435668945; 0.2
0.14673995971679688; 0.13
0.16558003425598145; 0.21
0.1835613250732422; 0.15
0.19944167137145996; 0.18
0.21689581871032715; 0.16
0.23773646354675293; 0.18
0.2510361671447754; 0.19
0.2681112289428711; 0.19
0.28804993629455566; 0.19
0.3032045364379883; 0.2
0.3164989948272705; 0.27
0.3298044204711914; 0.21
0.34307432174682617; 0.27
0.3607511520385742; 0.21
0.38007521629333496; 0.29
0.3925130367279053; 0.27
0.405322790145874; 0.24
0.418255090713501; 0.31
0.43106865882873535; 0.26
0.4437859058380127; 0.34
0.4565095901489258; 0.28
0.46947240829467773; 0.35
0.4821915626525879; 0.29
0.4949808120727539; 0.36
0.5077681541442871; 0.31
0.5259699821472168; 0.38
0.5399270057678223; 0.33
0.5578262805938721; 0.37
0.5776593685150146; 0.37
0.5916783809661865; 0.42
0.6157629489898682; 0.35
0.6285934448242188; 0.33
0.6481704711914062; 0.36
0.6628808975219727; 0.36
0.6813712120056152; 0.34
0.6974012851715088; 0.33
0.7142915725708008; 0.26
0.7288932800292969; 0.26
0.7468588352203369; 0.29
0.7665743827819824; 0.23
0.7817990779876709; 0.27
0.7957808971405029; 0.28
0.8136005401611328; 0.27
0.828859806060791; 0.26
0.845240592956543; 0.19
0.865633487701416; 0.23
0.8807849884033203; 0.2
0.9036107063293457; 0.21
0.923569917678833; 0.25
0.9392673969268799; 0.17
0.9547569751739502; 0.18
0.9818785190582275; 0.16
0.9943995475769043; 0.22
1.0076045989990234; 0.22
1.0323903560638428; 0.17
1.047945499420166; 0.22
1.061514139175415; 0.16
1.0751993656158447; 0.22
1.0930559635162354; 0.16
1.1088054180145264; 0.16
1.122077226638794; 0.17
1.140303134918213; 0.17
1.1532540321350098; 0.17
1.1732308864593506; 0.23
1.1865622997283936; 0.25
1.2076327800750732; 0.26
1.2226922512054443; 0.23
1.2416582107543945; 0.28
1.2584667205810547; 0.26
1.2758784294128418; 0.24
1.291184425354004; 0.25
1.3049571514129639; 0.25
1.3190219402313232; 0.32
1.3354756832122803; 0.32
1.3515400886535645; 0.33
1.3711011409759521; 0.28
1.3922548294067383; 0.34
1.4070472717285156; 0.27
1.4213817119598389; 0.34
1.435495138168335; 0.39
1.4500126838684082; 0.36
1.4684391021728516; 0.4
1.4841954708099365; 0.39
1.5035457611083984; 0.33
1.5264251232147217; 0.39
1.5388901233673096; 0.35
1.552062749862671; 0.33
1.568077564239502; 0.4
1.5845372676849365; 0.35
1.6032683849334717; 0.4
1.6226184368133545; 0.36
1.638364315032959; 0.35
1.6534647941589355; 0.41
1.6706180572509766; 0.33
1.6844687461853027; 0.31
1.7022600173950195; 0.36
1.7178025245666504; 0.3
1.7351038455963135; 0.34
1.7564661502838135; 0.32
1.7731328010559082; 0.26
1.791085958480835; 0.25
1.8084454536437988; 0.29
1.8235447406768799; 0.28
1.837463140487671; 0.27
1.8515417575836182; 0.2
1.8676540851593018; 0.19
1.8886404037475586; 0.25
1.907670259475708; 0.24
1.9244859218597412; 0.26
1.9469363689422607; 0.24
1.966733455657959; 0.25
1.9807407855987549; 0.26
1.9947865009307861; 0.2
2.0103530883789062; 0.17
2.0312700271606445; 0.23
2.0478334426879883; 0.22
2.071359634399414; 0.15
2.0880703926086426; 0.22
2.10133957862854; 0.16
2.1145596504211426; 0.22
2.128056764602661; 0.23
2.1420745849609375; 0.14
2.1598923206329346; 0.16
2.1770575046539307; 0.23
2.1926376819610596; 0.16
2.2065110206604004; 0.18
2.2202136516571045; 0.18
2.2374427318573; 0.25
2.252763509750366; 0.25
2.2698023319244385; 0.2
2.286390781402588; 0.27
2.3017754554748535; 0.28
2.3190832138061523; 0.22
2.3351008892059326; 0.24
2.3512325286865234; 0.26
2.3699421882629395; 0.32
2.384549379348755; 0.32
2.3984904289245605; 0.27
2.415242910385132; 0.28
2.4296298027038574; 0.34
2.445528984069824; 0.32
2.4618239402770996; 0.3
2.4831302165985107; 0.34
2.4990949630737305; 0.38
2.513056993484497; 0.38
2.533313751220703; 0.32
2.5520732402801514; 0.4
2.5820493698120117; 0.39
2.6008150577545166; 0.35
2.6139800548553467; 0.39
2.6271657943725586; 0.34
2.6404035091400146; 0.4
2.65449595451355; 0.36
2.6724164485931396; 0.35
2.6917617321014404; 0.33
2.7053401470184326; 0.39
2.719107151031494; 0.38
2.7343528270721436; 0.31
2.7521750926971436; 0.35
2.7675371170043945; 0.34
2.7851722240448; 0.26
2.800618886947632; 0.32
2.818908929824829; 0.24
2.8358116149902344; 0.26
2.8512561321258545; 0.29
2.8673863410949707; 0.28
2.8830158710479736; 0.28
2.900343894958496; 0.26
2.914414405822754; 0.25
2.929546356201172; 0.19
2.9473814964294434; 0.18
2.965362071990967; 0.17
2.985161066055298; 0.16
3.000950336456299; 0.23
3.0157997608184814; 0.2
3.0309441089630127; 0.2
3.046130895614624; 0.22
3.065847873687744; 0.17
3.082899808883667; 0.16
3.112508535385132; 0.14
3.1310362815856934; 0.21
3.1442151069641113; 0.15
3.156733989715576; 0.21
3.1699416637420654; 0.21
3.183562994003296; 0.16
3.2014007568359375; 0.15
3.2160589694976807; 0.15
3.2301435470581055; 0.15
3.2470996379852295; 0.23
3.2631053924560547; 0.18
3.2811689376831055; 0.24
3.2962379455566406; 0.25
3.3156321048736572; 0.26
3.331352949142456; 0.2
3.3531131744384766; 0.27
3.3698434829711914; 0.22
3.385545253753662; 0.24
3.401723623275757; 0.23
3.4206087589263916; 0.3
3.434924602508545; 0.27
3.4489388465881348; 0.32
3.4636313915252686; 0.33
3.4855146408081055; 0.28
3.5024569034576416; 0.37
3.517866373062134; 0.3
3.541181802749634; 0.35
3.5551693439483643; 0.39
3.5692131519317627; 0.39
3.583221673965454; 0.39
3.5996737480163574; 0.38
3.615410089492798; 0.39
3.63319730758667; 0.39
3.659611701965332; 0.35
3.678441047668457; 0.4
3.691615104675293; 0.39
3.704786777496338; 0.34
3.717886209487915; 0.35
3.7315900325775146; 0.34
3.7453486919403076; 0.35
3.759369134902954; 0.33
3.7767724990844727; 0.37
3.7953319549560547; 0.32
3.809436082839966; 0.34
3.8274667263031006; 0.26
3.841651439666748; 0.26
3.8594753742218018; 0.31
3.872800827026367; 0.27
3.891611099243164; 0.23
3.9076342582702637; 0.22
3.930656671524048; 0.2
3.9475462436676025; 0.2
3.9627599716186523; 0.21
3.9802262783050537; 0.18
3.9945249557495117; 0.26
4.008296251296997; 0.19
4.028126001358032; 0.19
4.044457912445068; 0.25
4.059890985488892; 0.19
4.0759923458099365; 0.18
4.099280595779419; 0.17
